id,raw_video,source_exists,raw_size_bytes,verified_duration_s,old_manifest_duration_s,nominal_fps,n_video_frames_decoded,orig_audio_sr,orig_audio_channels,label,annotation,text_alignment_status,n_words,n_alignable,n_words_resolved,text_P_bins,text_O_bins,audio_P_bins,audio_O_bins,vision_P_bins,vision_O_bins,finite_all,po_consistent,npz_sha256,text_alignment_state,text_content_present,text_word_content_count,text_P_unknown_bins,text_O_unknown_bins,text_feature_dim,audio_feature_dim,vision_feature_dim,common_bins,text_verified_bins,text_unknown_bins,audio_valid_bins,vision_valid_bins,audio_pcm_end_s,video_coverage_end_s,audio_lld_frame_count,source_map_sha256
-egA8-b7-3M$_$26,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,1,688886,6.03099,11.5,30.0,179,44100,2,1.6666666269302368,Positive,VERIFIED,18,17,16,37,37,50,50,50,50,1,1,88555b2ab453bb1a085b56be9338c0d1b18f7f36cc59a43bc7e5fc941ac1c44e,1,1,18,13,13,768,25,1404,50,37,13,50,50,5.9205625,6.0,588,99b71d554d310a5caa3deec108b7cb0b344851ebcee7a533e704fde8a627276e
-egA8-b7-3M$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,1,446118,6.264974,8.035,30.0,187,44100,2,0.6666666865348816,Positive,VERIFIED,13,12,12,39,39,50,50,50,50,1,1,986eb491286e67660eead4713f40da6ad8cb1e776842bc9639355d1f25669e44,1,1,13,11,11,768,25,1404,50,39,11,50,50,6.183125,6.233333333333333,614,b7aa71077584897c0aeba989fe642e9c1a4c1216c075b83d67be563cf6ae7282
-egA8-b7-3M$_$9,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,1,581652,5.089974,10.134,30.0,150,44100,2,0.3333333432674408,Positive,VERIFIED,12,10,10,37,37,49,49,50,50,1,1,c7debf5c72caef78441114828477acfa952b0ae00630c36f823fc4336725cdc6,1,1,12,13,13,768,25,1404,50,37,13,49,50,4.936125,5.066666666666666,489,4043c315e5c7522471df4e72d5cd98f94bcafcb62e61500947d3c3bf8602c718
-hnBHBN8p5A$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,1,1661111,6.401,11.429,23.976035631539084,153,44100,2,1.0,Positive,UNRESOLVED,14,13,4,0,0,50,50,50,13,1,1,3ec9385d07449596e5537390c27881aa52fda896502a450b6ee3a1a7888d9e7f,2,1,14,50,50,768,25,1404,50,0,50,50,13,6.3328125,6.38137497972425,629,09204b1fb7fcf3ff49e79738d2291b5064bafdde6f10a58b9ff4cef70a875f0e
-hnBHBN8p5A$_$7,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,1,1409433,7.372,9.176,23.976023976023978,176,44100,2,0.6666666865348816,Positive,UNRESOLVED,17,14,5,0,0,50,50,50,13,1,1,c8439df3f4aebfa768b4482c626d69af31c1ee5d5fa0df7ad0db3d556e4f1a32,2,1,17,50,50,768,25,1404,50,0,50,50,13,7.3085625,7.340663888888889,726,00159c0ff5eed4747697df8ac8de03e9a22e12e6d64da30f20dfff1aa945a805
-iRBcNs9oI8$_$3,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,1,988521,5.621,5.84,29.97002997002997,167,44100,2,0.6666666865348816,Positive,UNRESOLVED,9,8,4,0,0,50,50,50,0,1,1,c93ffd287e4d0539bda0c245dc0d38fb13dd3951805b849e43f289cb7254d66e,2,1,9,50,50,768,25,1404,50,0,50,50,0,5.53825,5.6056,549,ba248aec6dc39ed776044d49f77c72337ae7f57e34bb57b857590511a5a4df9f
-iRBcNs9oI8$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/6.mp4,1,1286164,2.903,7.475,29.97002997002997,85,44100,2,0.3333333432674408,Positive,UNRESOLVED,5,5,3,0,0,49,49,49,0,1,1,b8871f42c94e975e447685efefaf6c2845a8ec136c2e9ec506240b7436f5c436,2,1,5,50,50,768,25,1404,50,0,50,49,0,2.8204375,2.8695333333333335,278,07a877a8ffce3a1979a4690a12bd6003bd019017b0a54312fdb16b946494c65d
-iRBcNs9oI8$_$7,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,1,980176,4.104,5.806,29.97002997002997,120,44100,2,0.6666666865348816,Positive,UNRESOLVED,15,11,4,0,0,49,49,49,0,1,1,68f0e221c5ea759c6e0d30a443ad66982f712e7abf70033b2d969c75cda6458f,2,1,15,50,50,768,25,1404,50,0,50,49,0,4.00575,4.070733333333333,396,388749b5118b263b943bd4512811dca092e59e74ce9883f123c3c82c882c1a8c
-iRBcNs9oI8$_$8,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/8.mp4,1,1166371,8.093,8.642,29.97002997002997,241,44100,2,1.0,Positive,UNRESOLVED,26,23,10,0,0,50,50,50,0,1,1,dd368e32694419c0f89fa42e4de8ac2ce24d98e05dc982efe6c4bbf1ae18eb44,2,1,26,50,50,768,25,1404,50,0,50,50,0,8.0260625,8.074733333333333,798,7f519616df35b779e1ff5d84dfc6d3dc1514f0cb7f618dc23c78034b7aff6a10
-iRBcNs9oI8$_$9,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4,1,1084122,3.416,7.152,29.97002997002997,102,44100,2,1.3333333730697632,Positive,UNRESOLVED,5,5,1,0,0,50,50,50,4,1,1,76ad929434ca2b9914ef5056a364aa8771b7de91bbf5f454022d6b78250b33ff,2,1,5,50,50,768,25,1404,50,0,50,50,4,3.3740625,3.4034,333,eaff19f3ecd4a253e6eb6a606123d0aecc7a0da7b49be1b84f3813893a409cc2
-lzEya4AM_4$_$5,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/5.mp4,1,333185,7.675,7.8,30.0,229,44100,2,-0.6666666865348816,Negative,VERIFIED,21,19,17,33,33,50,50,50,50,1,1,6cd02c9932f7fe4fa5bc1189eaf5fd905e5288d8c7a1abe9c51941f68975231e,1,1,21,17,17,768,25,1404,50,33,17,50,50,7.5696875,7.666666666666667,752,83bb8660ad6e836a2699cd4c2b4006a2046f7680501edd5e47fd281f652034d3
-lzEya4AM_4$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4,1,1088736,14.791992,22.733,30.0,443,44100,2,-0.3333333432674408,Negative,VERIFIED,46,43,42,42,42,50,50,50,50,1,1,7396363db4982cbbc2f49b9d1b791ffd25acd18d790651d4e3054a92c48fd2ac,1,1,46,8,8,768,25,1404,50,42,8,50,50,14.740375,14.766666666666666,1470,a0e305566c26dbeab65f1135baeecacc19c4a8bcbe3dda3d59f589cfd1d81c6c
-mJ2ud6oKI8$_$1,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/1.mp4,1,1040138,6.103,6.574,29.97002997002997,182,44100,2,0.0,Neutral,UNRESOLVED,13,13,0,0,0,50,50,50,0,1,1,f0553ab889e86d8655612532b4aee3fe692dab989490c9deb722229556d37a57,2,1,13,50,50,768,25,1404,50,0,50,50,0,6.0545,6.072733333333334,601,21a326af151d50c2d0a3ba2146804f811c6ca39011463efab90d6c07ce23e6c7
-mJ2ud6oKI8$_$2,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,1,1471617,5.731,6.781,29.97002997002997,171,44100,2,0.0,Neutral,UNRESOLVED,11,11,0,0,0,50,50,50,0,1,1,01d4c4a6936a519381be8a544c26ea3b48d52d28728c14fa8cf3c708d96aa753,2,1,11,50,50,768,25,1404,50,0,50,50,0,5.7016875,5.7057,566,19d9038504729ffdff6293c03a27b0b87dde28b97da756cfafe4c960c15da765
-mJ2ud6oKI8$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,1,562692,2.257,2.648,29.97002997002997,67,44100,2,0.3333333432674408,Positive,VERIFIED,5,5,4,34,34,50,50,49,49,1,1,7449ff99cb84bfe00d1d6cefecd367792dd75560d6d9b358b8576052d76b1db0,1,1,5,16,16,768,25,1404,50,34,16,50,49,2.228125,2.2355666666666667,218,0e33d375d3d6f60ac1f6e0baa3ef349f4a5daa14738b29383edb387809d33d07
-mJ2ud6oKI8$_$8,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,1,1578317,4.192,8.662,29.97002997002997,125,44100,2,-0.3333333432674408,Negative,UNRESOLVED,11,11,4,0,0,50,50,50,50,1,1,91ca30f38dea7e28e3482422fc8a73ee669bab7022b426ace42a544dc33d3d68,2,1,11,50,50,768,25,1404,50,0,50,50,50,4.171375,4.170833333333333,413,ee7039e957051a7150609ef864b2bb842f34c8232bcf8a5d233b866ee5ca5863
-mJ2ud6oKI8$_$9,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,1,1788453,7.033,10.01,29.97002997002997,208,44100,2,0.0,Neutral,UNRESOLVED,27,26,9,0,0,50,50,50,50,1,1,d8b638a26b644acaf1a24e49c890e24fe4a91c54eb0f0207b7ab6f36da56bdba,2,1,27,50,50,768,25,1404,50,0,50,50,50,6.90875,7.007,686,8619d016ab229e69610bb4f0de9729c8907816018420bb1797ea5602cf05b404
-mqbVkbCndg$_$0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,1,517424,6.466667,6.5,30.0,194,44100,2,0.0,Neutral,VERIFIED,17,14,14,34,34,50,50,50,50,1,1,000f209a33a8f3280193e9cfa4ec22867103b571ee71d20214ca40be3f978deb,1,1,17,16,16,768,25,1404,50,34,16,50,50,6.3855,6.5,634,8bba1bd0cf5cd634ca9e4bb5c4e69efc4e83b6882ae04a5ec9e8b6eb47330a00
-qDkUB0GgYY$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,1,404331,4.677995,9.683,30.0,140,44100,1,1.3333333730697632,Positive,VERIFIED,18,16,14,30,30,50,50,50,50,1,1,53abf65ff665da67ddd39e29789426b26099ef845781bbac6ebd7885b0e1ba31,1,1,18,20,20,768,25,1404,50,30,20,50,50,4.6146875,4.666666666666667,457,ae1398630382d0c0c5f35db738ec11154e3a1b6d9d7b0881b9b57bc15d56710e
-ri04Z7vwnc$_$0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,1,188321,2.807,3.295,23.97604418875992,67,44100,2,0.0,Neutral,UNRESOLVED,8,8,0,0,0,50,50,50,0,1,1,6390538c4f8930ac70296c7ae63d7382b5790a13e628c01ae249b0f0ff06ffe8,2,1,8,50,50,768,25,1404,50,0,50,50,0,2.76325,2.794463853727145,272,b12fac9f2697a84a3da8834307f0bae8565d9ac76c1da7e2d0cd236deecc21f9
-ri04Z7vwnc$_$2,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,1,460082,6.027,6.966,23.976043214651384,143,44100,2,-0.3333333432674408,Negative,UNRESOLVED,26,22,3,0,0,50,50,50,18,1,1,86e064c3cf7847afa68a3fb68f88f4c8fb7e6708ae1cf9102fb1bf11c8199025,2,1,26,50,50,768,25,1404,50,0,50,50,18,5.913375,6.005997188755019,587,f9532d39151cb7f808574a03cd1b4e61eb6271f1963955f668b4dae177acfe75
-ri04Z7vwnc$_$5,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,1,550439,3.545,5.965,23.976046466253432,83,44100,2,0.3333333432674408,Positive,UNRESOLVED,11,10,2,0,0,49,49,49,49,1,1,2e040580effc55b15b5adc0f47ca4f547521be5055272df68a72a31a2c87c8df,2,1,11,50,50,768,25,1404,50,0,50,49,49,3.43975,3.503508294209703,339,6c94ca2d6d2e1aa3372a2fe618287edbd04a0f41560c281955f69ad381d17aa9
-s9qJ7ATP7w$_$0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,1,890272,6.8,6.867,30.0,204,44100,2,-0.3333333432674408,Negative,VERIFIED,28,24,23,38,38,50,50,50,50,1,1,c56e8ab1074d67df14a822ae04b4935acab1cd8fad9866c5257aab0c3b6d2fbb,1,1,28,12,12,768,25,1404,50,38,12,50,50,6.7105625,6.866666666666666,667,7433037ced7adcd882b155c8101386f92fd0dd3154869296af571ee5d79b37ad
-s9qJ7ATP7w$_$1,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,1,1431603,4.791992,10.9,30.0,140,44100,2,0.6666666865348816,Positive,VERIFIED,12,11,11,30,30,49,49,49,49,1,1,543cba1179a415f4f6489901adb97e8b0d8b1c078838cf623d08a6a6f4e80bc4,1,1,12,20,20,768,25,1404,50,30,20,49,49,4.6438125,4.766666666666667,460,4c145ee5042ca507b53f52a656aa5aecdc6123c16aefcca2b1191d41e136df51
-s9qJ7ATP7w$_$4,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,1,639360,4.427018,6.2,30.0,129,44100,2,0.0,Neutral,VERIFIED,10,9,9,31,31,48,48,49,33,1,1,a8fc1e5905b0d9952c9c0abec052eb124f640734b478b807fa62f4fcb797052f,1,1,10,19,19,768,25,1404,50,31,19,48,33,4.246875,4.3999999999999995,420,19db0fcaa7213bdeaa4939c65df1405425ed0635a7137092faaacb357141b2cf
-s9qJ7ATP7w$_$5,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,1,1432255,8.561003,13.567,30.0,253,44100,2,-2.0,Negative,VERIFIED,20,19,18,32,32,50,50,50,50,1,1,52fa7224d86ac197969fe2c8b0fddd47166f06c8c45f2391ec254bc4dd681653,1,1,20,18,18,768,25,1404,50,32,18,50,50,8.397875,8.533333333333333,835,dac0c9d5c57c34978bbc20672404caf0015667465b2919f26ce678df3402a3ee
-s9qJ7ATP7w$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,1,839808,2.475,6.6,30.0,71,44100,2,0.0,Neutral,VERIFIED,5,5,5,17,17,47,47,48,38,1,1,40fa701d249b310cbe1fe0a5b3d1d5058c0a7112f290c2e33d5eb90e7d2f4bca,1,1,5,33,33,768,25,1404,50,17,33,47,38,2.3148125,2.4666666666666663,227,c520f3e9de5aa42707e7cf88355d4ee4b11a7882dfce9f7c203a8bf1c51a2f46
-s9qJ7ATP7w$_$7,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,1,1601944,6.966016,12.767,30.0,207,44100,2,1.0,Positive,VERIFIED,36,30,26,40,40,50,50,50,30,1,1,5e649f1438f075836eab3736d677d791623d38bb4e2584c9806f4174fad204fd,1,1,36,10,10,768,25,1404,50,40,10,50,30,6.8385625,6.933333333333334,679,1866dabd8ee31c73d9622c8a55ef678ffe0b87e87147d6ea94f563ca2f8134a0
-s9qJ7ATP7w$_$8,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,1,781494,3.294987,6.6,30.0,97,44100,2,1.3333333730697632,Positive,VERIFIED,17,12,10,31,31,49,49,50,50,1,1,6ee5208c997305caf88f7c4440ddb679f9a2fb19349bdb7652ca246a87a4ad04,1,1,17,19,19,768,25,1404,50,31,19,49,50,3.18425,3.2666666666666666,314,a454056aebdddc5c5b2146d61eabb0518f7c10d9bdea0c5f965fd26ff16d61c3
-t217m2on-s$_$2,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,1,282834,5.686003,8.011,30.0,170,44100,2,0.6666666865348816,Positive,VERIFIED,14,12,12,29,29,50,50,50,50,1,1,548d211a495b7d1a2cd3d63e6bfda1725036c36e72932c3bf218ad607188ee1e,1,1,14,21,21,768,25,1404,50,29,21,50,50,5.6301875,5.666666666666667,559,3f27345023a3b5ad246b377a277491c94ea0564ae03ef3ee54d152e730ea882b
-t217m2on-s$_$7,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,1,648501,17.183008,18.7,30.0,512,44100,2,-0.6666666865348816,Negative,VERIFIED,52,49,48,42,42,50,50,50,50,1,1,5e70f399e72d5e2187b50ee16fc6b475d9d51991ca440e650bcf04a6fc803032,1,1,52,8,8,768,25,1404,50,42,8,50,50,17.026375,17.166666666666668,1698,7b23c3cac24a5ca608f6f4576e5282452c0a618718f98f15c349582cb01affba
-tANM6ETl_M$_$3,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,1,1547930,6.758008,9.1,30.0,200,44100,2,0.3333333432674408,Positive,VERIFIED,29,26,23,43,43,49,49,50,50,1,1,220e58dd0015de18588f2df57a5178f43b1c43f3bd01978181cb42e6397d7bec,1,1,29,7,7,768,25,1404,50,43,7,49,50,6.603625,6.733333333333333,656,28e32e4c75937143f0ccafe7a329febf624e8fcc718fba994e66d6df0f031670
-tPCytz4rww$_$10,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,1,512248,4.788997,11.734,30.0,142,44100,2,0.0,Neutral,VERIFIED,15,14,14,33,33,49,49,50,50,1,1,78975b03445c629fb61bdb784fc29a758f5c2407d08bc89d68bbd1946c4dac43,1,1,15,17,17,768,25,1404,50,33,17,49,50,4.6788125,4.766666666666667,463,5883eabc725ea84350963787048f1b367195563823cab8cb2668534303a80cc8
-tPCytz4rww$_$11,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,1,361198,5.466992,8.0,30.0,164,44100,2,0.0,Neutral,VERIFIED,19,17,17,38,38,50,50,50,50,1,1,4454d2c6523b271774a77fdd0e96c7aa072e4880c0268c5eb9d01eeae758b23a,1,1,19,12,12,768,25,1404,50,38,12,50,50,5.3785625,5.466666666666667,533,b6e765fabd36d5468ecf7c23fda3fedc99559363667075ee0d6b9c2a66489b6e
-tPCytz4rww$_$12,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,1,831948,11.863997,18.767,30.0,353,44100,2,0.0,Neutral,VERIFIED,28,26,24,38,38,50,50,50,50,1,1,fda040aa2e520276d4017ee4045ea289aabcd1a3ff75752c8404abc91ba0a273,1,1,28,12,12,768,25,1404,50,38,12,50,50,11.7361875,11.833333333333334,1169,46870924a110a364dd2d01529fd97cf9e3064c399d2952e58db9616faa5a848e
-tPCytz4rww$_$16,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,1,550547,7.20599,13.236,30.0,216,44100,2,0.0,Neutral,VERIFIED,17,16,16,31,31,50,50,50,50,1,1,7becc37d52b1f7f7244ea61b26b92efce212952258160cd60ae2a0494c04d3b8,1,1,17,19,19,768,25,1404,50,31,19,50,50,7.1391875,7.2,709,06dfb0034bf98e5602ee142e89999574e25d59b94c8eeba9551166c7f5904a73
-tPCytz4rww$_$18,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,1,625292,6.644987,14.281,30.0,199,44100,2,0.0,Neutral,VERIFIED,21,20,19,34,34,50,50,50,50,1,1,f000562ecae6892e228d6e40dde86570c8652fccd4e29687051d31e31c2b8b00,1,1,21,16,16,768,25,1404,50,34,16,50,50,6.5688125,6.633333333333333,652,55be4b220263c02690b2f30a2dc1c334f4bd965ad668c1027d30c42ecc2360ce
-uywlfIYOS8$_$4,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,1,557194,6.044987,14.334,30.0,179,44100,2,0.3333333432674408,Positive,VERIFIED,22,20,20,41,41,49,49,50,50,1,1,d1ca4025e95193dadf8b4bd64de68f544ec9976d87b814050fc07effa5c868d2,1,1,22,9,9,768,25,1404,50,41,9,49,50,5.881125,6.033333333333333,584,132798295e4a32fd90eaf9d50bd4f65da8c4c30da5a1d81715ec0e9681405dba
-vxjVxOeScU$_$4,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,1,431202,9.127018,11.734,30.0,272,44100,2,1.0,Positive,VERIFIED,27,25,21,36,36,50,50,50,50,1,1,812591114be4fae0d42f5cdc1778c565254246ec9bdfbd4296da4859a709d272,1,1,27,14,14,768,25,1404,50,36,14,50,50,9.0370625,9.1,899,4f2630484bd10c0756fb1aa074cd0c9544ba4d69210ae8153afc56764868c375
-wMB_hJL-3o$_$7,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,1,264692,6.04401,7.315,30.0,181,44100,2,0.3333333432674408,Positive,VERIFIED,23,22,22,39,39,50,50,50,50,1,1,f4ca469578c9e69119ffc9f21eaa0a4267d11a6d448472adbaab26c4030e4beb,1,1,23,11,11,768,25,1404,50,39,11,50,50,5.9755625,6.033333333333333,593,ac1bddd824ff2e43d7e37471f7a5987922125ffca47e5d04dcc0a82376d7725d
-wny0OAz3g8$_$0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,1,458092,3.333333,3.334,30.0,100,44100,2,0.3333333432674408,Positive,VERIFIED,11,10,10,37,37,50,50,50,50,1,1,0ba5fbba30d1e68eb3ea9310b37c6881d567cd53b582712430b21230c27f5aaf,1,1,11,13,13,768,25,1404,50,37,13,50,50,3.274,3.333333333333333,323,a888211e5ab49c20797e3289a28a3459d2a86c52e8f15016701071d96800eee9
-wny0OAz3g8$_$1,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,1,1001717,6.84401,9.1,30.0,205,44100,2,0.3333333432674408,Positive,VERIFIED,28,24,24,42,42,50,50,50,49,1,1,82ea8318a241c6cc8ea66d2787ab3ebae3e915d81feb864a1dbbcbcabeb374c5,1,1,28,8,8,768,25,1404,50,42,8,50,49,6.7765625,6.833333333333333,673,5a7a4245761e9c124e840268ebcfb58bcd89d431510adabd3b23585cd8ee02cd
-wny0OAz3g8$_$2,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,1,1365442,6.686979,11.934,30.0,197,44100,2,-0.3333333432674408,Negative,VERIFIED,28,24,24,41,41,49,49,50,50,1,1,8f726133f4c4eb6a663260764d1b37a1ffc6bed104e6f63db7c306ac0e269e10,1,1,28,9,9,768,25,1404,50,41,9,49,50,6.5226875,6.666666666666667,648,216a3201c9f02c545fd675c5e9be270d21e2ca1bd2a596d7a3eda91bd070e75b
-wny0OAz3g8$_$3,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,1,1314050,6.146029,11.169,30.0,184,44100,2,-1.3333333730697632,Negative,VERIFIED,20,20,20,41,41,50,50,50,43,1,1,ab37b3389b2635432312d67e15d04c5c3eec410b8c3b190185e96e76a8c18aea,1,1,20,9,9,768,25,1404,50,41,9,50,43,6.099875,6.133333333333333,605,6f9d60ff2fdb35be97d8fbc26309ba719bc1e4ab812cac0d22312529e0f0761c
-wny0OAz3g8$_$5,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,1,1349104,6.911979,9.967,30.0,204,44100,2,1.0,Positive,VERIFIED,23,21,20,42,42,49,49,50,42,1,1,81b3cf28b128c645352f5fd9f9bd0b4f220e637c3dc5df037d6b2b1d044380ab,1,1,23,8,8,768,25,1404,50,42,8,49,42,6.7414375,6.8999999999999995,670,e8853a859be4d15c08aa700b96001733b6c3e43fcb385eb90aa0fe4ff574bc78
-wny0OAz3g8$_$7,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,1,1016813,8.067969,9.5,30.0,240,44100,2,0.0,Neutral,VERIFIED,29,29,29,49,49,50,50,50,43,1,1,3890531fdc9f624912fa53dc07cd75b57a68173eaf7d562cc4300bdd6f7cfa6b,1,1,29,1,1,768,25,1404,50,49,1,50,43,7.9105,8.066666666666666,787,6b09ad6a0b39630ecf9685e5e3f18a075963995dfab22dabab604ae1c760ee5d
-wny0OAz3g8$_$9,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,1,1322886,6.213021,9.867,30.0,183,44100,2,0.6666666865348816,Positive,VERIFIED,22,20,19,41,41,49,49,50,49,1,1,df7c4087c8c6f123c1f7dbc19534cf1d92776d0afc48327e634e54f53c81be9c,1,1,22,9,9,768,25,1404,50,41,9,49,49,6.0435,6.2,600,b073d6118506354af3a611c7f92a9de2884c3133f43399a04fd0915b6e79c989
-yRb-Jum7EQ$_$1,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,1,5017520,29.288021,34.567,30.0,875,44100,2,0.0,Neutral,UNRESOLVED,55,49,23,0,0,50,50,50,50,1,1,1967368e1ed77d5f4e7fa7d3a647b3516d7f7b1b3367d82de219c345a2402bbd,2,1,55,50,50,768,25,1404,50,0,50,50,50,29.10975,29.26666666666667,2906,d7897115f3206d9299f12cdd9b4b6ca0b48116d724b557be481d7921a6bb3514
-yRb-Jum7EQ$_$5,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,1,1599984,13.16901,13.634,30.0,394,44100,2,-0.6666666865348816,Negative,UNRESOLVED,29,25,9,0,0,50,50,50,50,1,1,0146cf488090de0eabb5955e7ccf251532191a3da3ddbc0a6ff4e5760070cf60,2,1,29,50,50,768,25,1404,50,0,50,50,50,13.0445625,13.166666666666666,1300,8ac42837f450630b1921a985bcf041acd8d3a7cec3ef06bd024e914efd9d2713
-yRb-Jum7EQ$_$6,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,1,1779127,11.241995,15.488,30.0,336,44100,2,0.0,Neutral,UNRESOLVED,22,19,6,0,0,50,50,50,50,1,1,4f446a64408f1d0dac1c3808b2747e1374488cdd4a7e11cfeb45a84eab28b310,2,1,22,50,50,768,25,1404,50,0,50,50,50,11.2425625,11.2,1120,4522280e9c875c584834629f66c4d65c6f22782db6331ab534fc7acc7c35406d
