row,sample_id,predicted_class_index,predicted_polarity,full_predicted_class_logit,full_intensity,donor_text_row,Delta_cls_text,Delta_reg_text,donor_audio_row,Delta_cls_audio,Delta_reg_audio,donor_vision_row,Delta_cls_vision,Delta_reg_vision,dominant_modality_cls,dominant_modality_reg,Delta_cls_audio_vision_joint,Delta_reg_audio_vision_joint
183,4cFeG2ydm9A$_$8,2,Positive,1.1933835744857788,0.8223253488540649,393,1.3189070224761963,0.7610760927200317,717,-0.07289326190948486,0.020259618759155273,399,-0.39056551456451416,0.39546144008636475,text,text,-0.465427041053772,0.41531074047088623
184,4dV3slGSc60$_$10,2,Positive,1.758126139640808,0.973712682723999,430,1.166299819946289,0.5507001876831055,571,-0.03554081916809082,0.01569044589996338,255,0.013312339782714844,0.012711286544799805,text,text,-0.023033738136291504,0.003938019275665283
185,4dV3slGSc60$_$12,2,Positive,1.4752354621887207,0.8164637088775635,566,1.9231001138687134,1.1132087707519531,693,0.08924210071563721,0.1385628581047058,189,-0.12932956218719482,0.1334128975868225,text,text,-0.03226113319396973,0.030656754970550537
186,4dV3slGSc60$_$22,2,Positive,0.7534393072128296,0.4911006689071655,642,-1.0792018175125122,0.6738808155059814,470,-0.1118883490562439,0.10420233011245728,511,-0.1279820203781128,0.09967458248138428,audio,text,-0.24513936042785645,0.002997875213623047
187,4dV3slGSc60$_$9,2,Positive,1.6642718315124512,1.038996934890747,51,1.1895945072174072,0.589243471622467,638,0.11506295204162598,0.0038634538650512695,441,-0.5698099136352539,0.4382011890411377,text,text,-0.4397914409637451,0.424216628074646
188,4dV3slGSc60$_$8,2,Positive,1.3880575895309448,0.9138925075531006,174,0.7802126407623291,0.634967029094696,10,0.35847175121307373,0.07589149475097656,372,-0.07862198352813721,0.04638981819152832,text,text,0.2831956148147583,0.029021859169006348
189,50103$_$3,0,Negative,2.5081417560577393,-1.9058035612106323,617,4.854251861572266,3.1790146827697754,5,0.07945060729980469,0.06630361080169678,247,0.013410806655883789,0.013418197631835938,text,text,0.09688353538513184,0.08619201183319092
190,5B0PQx3Ep3k$_$5,2,Positive,1.533941626548767,1.0367343425750732,582,2.1548209190368652,1.4266115427017212,589,-0.15062475204467773,0.04542219638824463,724,-0.13344168663024902,0.1319103240966797,text,text,-0.28943800926208496,0.17904841899871826
191,5O1W39o56gg$_$1,2,Positive,1.0942463874816895,0.40000247955322266,655,0.29850608110427856,0.002152085304260254,89,-0.042697906494140625,0.0007346570491790771,711,0.20203590393066406,0.1457895040512085,text,vision,0.1602649688720703,0.1454167664051056
192,5O1W39o56gg$_$2,2,Positive,0.5502623319625854,0.1564512401819229,84,1.654969573020935,1.3891441822052002,624,-0.12072044610977173,0.08271083235740662,88,0.04658865928649902,0.04108981043100357,text,text,-0.0705193281173706,0.037033796310424805
193,5O1W39o56gg$_$9,2,Positive,1.7971652746200562,0.867155134677887,53,2.0004539489746094,1.100160837173462,658,0.037703633308410645,0.058194637298583984,623,0.04536759853363037,0.0013079047203063965,text,text,0.08096110820770264,0.06725603342056274
194,5i6AgQSjXO4$_$3,2,Positive,1.4091662168502808,0.858342170715332,139,1.017982006072998,0.4768393635749817,433,0.04564666748046875,0.013779520988464355,224,0.5084677934646606,0.39103153347969055,text,text,0.552520751953125,0.4050963222980499
195,5i6AgQSjXO4$_$2,2,Positive,1.2553726434707642,0.8805387020111084,661,2.629467487335205,2.1738595962524414,691,-0.09547221660614014,0.037999749183654785,408,0.33540451526641846,0.30677908658981323,text,text,0.24985837936401367,0.3398178219795227
196,5i6AgQSjXO4$_$6,1,Neutral,0.6389439105987549,0.0932479202747345,145,0.033438682556152344,0.06167423725128174,442,-0.07551515102386475,0.037402719259262085,147,-0.015235662460327148,0.05475229024887085,text,text,-0.10095000267028809,0.0344727486371994
197,5kaCGzjYukM$_$0,1,Neutral,0.11455506086349487,-0.019327452406287193,610,0.24529951810836792,0.33774077892303467,195,0.08923214673995972,0.09845953434705734,689,0.06976376473903656,0.15287446975708008,text,text,0.19241122901439667,0.2640056610107422
198,5kaCGzjYukM$_$3,0,Negative,0.5870833992958069,-0.3833686113357544,651,-0.40191251039505005,0.17243027687072754,32,0.038236021995544434,0.05156201124191284,391,0.32789310812950134,0.3606067895889282,vision,vision,0.4153018295764923,0.4597713053226471
199,5kaCGzjYukM$_$2,0,Negative,1.2679568529129028,-0.7710995674133301,395,2.657970428466797,1.9973992109298706,543,0.2759968638420105,0.15853965282440186,208,0.18884146213531494,0.2116987109184265,text,text,0.4832003712654114,0.38561320304870605
200,5kaCGzjYukM$_$5,0,Negative,1.528983235359192,-0.9777302742004395,144,-0.24776875972747803,0.3337324857711792,681,0.7846311330795288,0.44891804456710815,644,0.20370817184448242,0.2294486165046692,audio,audio,1.1005135774612427,0.7815731763839722
201,5kaCGzjYukM$_$7,2,Positive,0.47154563665390015,0.39828556776046753,456,0.8431795239448547,0.6799543499946594,148,-0.26847583055496216,0.1950046420097351,192,-0.4256599545478821,0.2932926416397095,text,text,-0.7122272849082947,0.49857842922210693
202,6KvG5VbLalY$_$9,2,Positive,0.5159162282943726,0.3675440549850464,428,-0.6050482988357544,0.2851220965385437,568,0.197820246219635,0.07013705372810364,508,-0.02987086772918701,0.009725034236907959,audio,text,0.16537129878997803,0.05655324459075928
203,6ZA8I83x-oY$_$0,2,Positive,0.5243540406227112,0.3415631651878357,172,0.744924008846283,0.3585893213748932,250,0.17674309015274048,0.07810738682746887,690,0.05407756567001343,0.016711771488189697,text,text,0.22801756858825684,0.09365805983543396
204,6ZA8I83x-oY$_$2,2,Positive,1.8766374588012695,1.5033620595932007,271,1.508414387702942,1.1729609966278076,28,0.08575332164764404,0.13399243354797363,588,0.7652937173843384,0.6718452572822571,text,text,0.8340005874633789,0.7829949259757996
205,6hFiTU77Sm0$_$1,2,Positive,0.44344377517700195,0.411329984664917,578,-1.3977010250091553,0.8086367845535278,495,-0.033521175384521484,0.012474477291107178,406,0.4340968430042267,0.35557612776756287,vision,text,0.42132288217544556,0.3799068331718445
206,6hFiTU77Sm0$_$2,2,Positive,0.09379643946886063,0.023687878623604774,598,-0.3928658366203308,0.08724186569452286,684,0.013292774558067322,0.039058439433574677,481,0.06371673941612244,0.03790583834052086,vision,text,0.07208020985126495,0.007760612294077873
207,6uPGcKTpC4I$_$1,2,Positive,0.5837198495864868,0.5770992636680603,471,0.3208821415901184,0.33718347549438477,209,-0.07940351963043213,0.013466417789459229,334,0.13812828063964844,0.1404273509979248,text,text,0.05355900526046753,0.14289015531539917
208,6uPGcKTpC4I$_$2,2,Positive,0.7457305192947388,0.613187313079834,218,-0.10454714298248291,0.040368616580963135,90,-0.0737500786781311,0.1459749937057495,383,0.13681161403656006,0.10775905847549438,vision,audio,0.06263315677642822,0.2462223470211029
209,6uPGcKTpC4I$_$6,2,Positive,1.1208266019821167,0.6217917203903198,272,1.950791597366333,1.1512242555618286,514,0.02270662784576416,0.03010547161102295,100,0.6483840942382812,0.43406206369400024,text,text,0.6608978509902954,0.4445993900299072
210,70280$_$11,0,Negative,1.466041922569275,-1.0912400484085083,256,3.5905728340148926,1.5833122730255127,558,0.2059553861618042,0.09226381778717041,116,-0.1013871431350708,0.09327137470245361,text,text,0.0990135669708252,0.012798547744750977
211,70280$_$3,0,Negative,0.7737419009208679,-0.4734131097793579,554,-1.332878589630127,1.061545729637146,182,0.21093404293060303,0.06470730900764465,716,-0.10559713840484619,0.11582130193710327,audio,text,0.07440775632858276,0.06608498096466064
212,70280$_$4,2,Positive,0.46047186851501465,0.3993260860443115,149,0.5825054049491882,0.39715149998664856,266,0.14440929889678955,0.14328545331954956,705,-0.07774960994720459,0.0719485878944397,text,text,0.07185068726539612,0.07697927951812744
213,70280$_$6,0,Negative,1.1138917207717896,-0.6256582140922546,75,1.4784889221191406,0.4883303642272949,407,-0.32406389713287354,0.40450841188430786,221,-0.054233551025390625,0.04158216714859009,text,text,-0.3860161304473877,0.4538629651069641
214,75RGHaxmUK8$_$3,2,Positive,1.4685704708099365,0.5897843837738037,308,2.2929439544677734,1.1656155586242676,278,-0.2477869987487793,0.15556377172470093,230,0.033704400062561035,0.006263017654418945,text,text,-0.21424627304077148,0.16180598735809326
215,75RGHaxmUK8$_$5,1,Neutral,0.6696512699127197,0.012381772510707378,142,1.2884347438812256,0.3294876515865326,190,0.12509143352508545,0.08448214083909988,498,-0.020142793655395508,0.04277817904949188,text,text,0.09471774101257324,0.02596881613135338
216,7_K3F-lAv1k$_$2,2,Positive,-0.04051429405808449,0.10696807503700256,100,0.33851975202560425,0.3244708776473999,349,-0.4057903289794922,0.1131015419960022,425,-0.08756539225578308,0.06626307964324951,text,text,-0.5062577724456787,0.18259629607200623
217,7r4vRxKLFCA$_$6,2,Positive,1.3455138206481934,1.054188847541809,222,0.30866408348083496,0.12486833333969116,456,0.24776232242584229,0.12374931573867798,446,0.10894548892974854,0.11893153190612793,text,text,0.35209405422210693,0.23798763751983643
218,80566$_$1,2,Positive,0.6204841136932373,0.3551921844482422,54,1.7476428747177124,1.5079052448272705,183,0.01188957691192627,0.0762743353843689,453,-0.5663920640945435,0.4942358732223511,text,text,-0.5644168853759766,0.6080474853515625
219,80566$_$0,2,Positive,0.41267240047454834,0.22284215688705444,15,1.6103856563568115,1.311854362487793,559,-0.2521793842315674,0.14692825078964233,128,0.08044654130935669,0.06298613548278809,text,text,-0.16295969486236572,0.07778674364089966
220,80566$_$3,2,Positive,0.406669944524765,0.1467016637325287,163,1.332964301109314,0.9298099279403687,68,-0.30851927399635315,0.06649582087993622,719,-0.3845522701740265,0.28837522864341736,text,text,-0.7244466543197632,0.37288883328437805
221,80566$_$2,2,Positive,0.6436861753463745,0.3493677079677582,495,-0.41644203662872314,0.03463950753211975,25,0.20691978931427002,0.1655994951725006,683,0.21365886926651,0.13218340277671814,vision,audio,0.3907051980495453,0.26017194986343384
222,80566$_$4,2,Positive,0.597856342792511,0.5716927647590637,719,0.4467855393886566,0.37628141045570374,562,0.060247063636779785,0.049123942852020264,599,-0.780188262462616,0.7195114493370056,text,vision,-0.7063272595405579,0.671538770198822
223,80566$_$6,0,Negative,1.256890892982483,-0.9426900148391724,441,3.1011409759521484,1.9966447353363037,372,-0.06656146049499512,0.0282975435256958,620,0.012309551239013672,0.009426355361938477,text,text,-0.05714702606201172,0.022494912147521973
224,80855$_$11,1,Neutral,0.6843725442886353,-0.11176257580518723,170,1.9685235023498535,0.2699032425880432,486,-0.0057784318923950195,0.029487110674381256,523,0.059157609939575195,0.10872497409582138,text,text,0.04692280292510986,0.07458609342575073
225,80855$_$10,1,Neutral,0.456471711397171,0.07417578995227814,185,0.7112585306167603,0.7844520211219788,251,0.11108225584030151,0.05439635366201401,195,0.23212695121765137,0.1944928616285324,text,text,0.3032055199146271,0.10094638168811798
226,80855$_$12,1,Neutral,0.1629200279712677,-0.3955613374710083,316,0.43280601501464844,0.11633878946304321,413,0.021123617887496948,0.127244234085083,190,-0.043732792139053345,0.04038611054420471,text,audio,-0.024324655532836914,0.08127275109291077
227,80855$_$15,2,Positive,0.31397342681884766,0.3281612992286682,437,-0.8084582090377808,0.18326252698898315,354,0.39802315831184387,0.3785824775695801,598,0.16628003120422363,0.13140816986560822,audio,audio,0.5222294330596924,0.4847264289855957
228,80855$_$17,0,Negative,1.3943346738815308,-0.8767842054367065,696,1.5165690183639526,0.9555184841156006,147,0.08947038650512695,0.10974812507629395,473,0.04343688488006592,0.03606736660003662,text,text,0.1350879669189453,0.14863145351409912
229,80855$_$0,1,Neutral,0.4002316892147064,0.08995924144983292,712,1.2196629047393799,1.0185991525650024,329,0.08536583185195923,0.0060083940625190735,180,0.04056459665298462,0.05875467509031296,text,text,0.1303589940071106,0.06694021075963974
230,80855$_$3,1,Neutral,0.6613196134567261,0.4963266849517822,724,1.1463356018066406,0.03176605701446533,157,0.10727834701538086,0.024671554565429688,82,0.22241315245628357,0.23915952444076538,text,vision,0.34315118193626404,0.27761346101760864
231,80855$_$2,0,Negative,0.1101483702659607,-0.27593863010406494,506,0.07387307286262512,0.09297849237918854,644,0.4008682668209076,0.034351736307144165,585,0.04290536791086197,0.021709352731704712,audio,text,0.44858255982398987,0.05988657474517822
232,80855$_$7,0,Negative,0.09949517250061035,-0.24094118177890778,312,0.2331295907497406,0.18504658341407776,355,0.06297114491462708,0.02197374403476715,714,-0.034078627824783325,0.020686671137809753,text,text,0.026052862405776978,0.04578863084316254
233,80855$_$20,1,Neutral,0.04847390949726105,0.14140236377716064,108,0.9036054015159607,0.4010973572731018,312,0.053519293665885925,0.06978628039360046,661,0.1070648655295372,0.056687384843826294,text,text,0.1827070713043213,0.14035934209823608
234,830KzUc6CbU$_$0,1,Neutral,0.488598495721817,0.016474610194563866,180,0.7913097143173218,0.3099691867828369,553,0.1444704532623291,0.041211098432540894,21,-0.015349358320236206,0.012116273865103722,text,text,0.12993943691253662,0.048918239772319794
235,830KzUc6CbU$_$13,0,Negative,0.6388458013534546,-0.35404250025749207,254,1.3062458038330078,0.8813743591308594,692,0.2807345688343048,0.0026139914989471436,318,0.20483168959617615,0.15304146707057953,text,text,0.4782836139202118,0.13245747983455658
236,84140$_$0,2,Positive,0.8573715686798096,0.7082061171531677,300,1.1401708126068115,1.1367520093917847,583,-0.06957149505615234,0.21300512552261353,673,0.775557816028595,0.6007697582244873,text,text,0.7236433029174805,0.5327842235565186
237,84140$_$5,0,Negative,1.5307384729385376,-1.044420599937439,645,3.2071051597595215,1.9872149229049683,399,0.9909479022026062,0.769094705581665,288,0.004279971122741699,0.008101344108581543,text,text,0.9579876661300659,0.7511929869651794
238,89835$_$1,1,Neutral,0.49588868021965027,-0.0023841201327741146,416,-0.04221966862678528,0.04450920224189758,273,0.022479355335235596,0.003649513702839613,660,0.1434893012046814,0.00032796710729599,vision,text,0.17354777455329895,0.008843176998198032
239,89835$_$0,2,Positive,0.6951565742492676,0.22754739224910736,355,0.4092777669429779,0.14771124720573425,322,0.04590684175491333,0.032332852482795715,532,-0.29799890518188477,0.19210995733737946,text,vision,-0.25069355964660645,0.2277461439371109
240,89835$_$4,0,Negative,0.8149805068969727,-0.5127599239349365,510,2.374173641204834,0.8193506002426147,160,0.0234072208404541,0.015571653842926025,223,0.012937188148498535,0.019201993942260742,text,text,0.045462191104888916,0.04820534586906433
241,89835$_$7,0,Negative,1.950212001800537,-1.46694815158844,208,2.931164264678955,1.9657161235809326,633,-0.06482672691345215,0.04957687854766846,461,0.12682902812957764,0.11259138584136963,text,text,0.04783284664154053,0.04512965679168701
242,8eaYvALnJ0o$_$1,2,Positive,2.5540173053741455,1.5325952768325806,123,2.911439895629883,1.9307234287261963,632,0.10184550285339355,0.008370637893676758,438,0.2757093906402588,0.23740291595458984,text,text,0.37166476249694824,0.22069966793060303
243,8eaYvALnJ0o$_$0,2,Positive,2.513599395751953,1.6769704818725586,536,2.3070335388183594,1.7160494327545166,530,0.04320859909057617,0.04118466377258301,148,0.6560558080673218,0.5479581356048584,text,text,0.6845649480819702,0.5880181789398193
244,8x_nCOh6Wmc$_$6,2,Positive,0.7091776728630066,0.6096078753471375,1,0.5356922149658203,0.47545331716537476,374,0.024846255779266357,0.010157883167266846,382,0.416285902261734,0.29704952239990234,text,text,0.4438638985157013,0.309741735458374
245,96642$_$1,0,Negative,0.4682701826095581,-0.4248923063278198,153,2.5870728492736816,2.0101819038391113,296,0.19424554705619812,0.07202404737472534,218,-0.0016681253910064697,0.007163912057876587,text,text,0.19022634625434875,0.07530754804611206
246,96642$_$3,2,Positive,0.4276854991912842,0.5528297424316406,580,-0.3557544946670532,0.27145373821258545,299,-0.3604675531387329,0.2530956268310547,312,0.18815216422080994,0.15417587757110596,vision,text,-0.14780235290527344,0.05930417776107788
247,96642$_$2,1,Neutral,0.5080314874649048,0.22366756200790405,567,0.7408610582351685,0.25398194789886475,72,-0.03405749797821045,0.14738300442695618,227,-0.0009763240814208984,0.001569122076034546,text,text,-0.038868069648742676,0.1411498785018921
248,96642$_$4,0,Negative,2.250657796859741,-1.7429684400558472,221,3.1477270126342773,2.1256027221679688,573,0.25049376487731934,0.20606505870819092,283,0.03591465950012207,0.044242262840270996,text,text,0.28242290019989014,0.2512422800064087
249,99501$_$10,0,Negative,1.013685703277588,-0.6980708837509155,87,-1.219796895980835,0.9636040925979614,236,1.2994136810302734,0.3627859652042389,274,-0.15341389179229736,0.226374089717865,audio,text,1.148228645324707,0.16350847482681274
250,99501$_$13,0,Negative,1.7170230150222778,-1.1392037868499756,680,3.0112929344177246,1.5926772356033325,502,0.6869611740112305,0.5383154153823853,628,0.058655500411987305,0.03260684013366699,text,text,0.7389696836471558,0.5445170998573303
251,99501$_$1,2,Positive,1.03489351272583,0.5809555053710938,205,1.2167314291000366,0.6091281175613403,297,-0.05181241035461426,0.03865480422973633,277,-0.281551718711853,0.24391651153564453,text,text,-0.33282291889190674,0.18816053867340088
252,99501$_$0,1,Neutral,0.2917453348636627,-0.07803076505661011,371,0.5728176832199097,0.3392883539199829,8,0.11947906017303467,0.08217619359493256,589,0.5007191896438599,0.4288269877433777,text,vision,0.5438582897186279,0.3149307668209076
253,99501$_$5,0,Negative,1.7140485048294067,-1.1845000982284546,442,0.24078106880187988,0.36289775371551514,637,0.6944963932037354,0.5400318503379822,369,-0.01955389976501465,0.008360028266906738,audio,audio,0.678107738494873,0.5306695103645325
254,99501$_$7,2,Positive,0.7877606153488159,0.5449820160865784,440,-0.7661117315292358,0.38838356733322144,585,-0.26934540271759033,0.13332313299179077,319,-0.9865912199020386,0.8611881136894226,audio,vision,-1.2736045122146606,0.983948290348053
255,9QI-9w_VdB4$_$0,2,Positive,0.42019182443618774,0.30630314350128174,6,0.01515209674835205,0.12781110405921936,491,-0.036889076232910156,0.0505271852016449,706,0.2192080020904541,0.11714182794094086,vision,text,0.1881996989250183,0.1719752550125122
256,AG5EY8ZaFj4$_$3,2,Positive,1.2151594161987305,0.470922589302063,161,1.5426812171936035,0.7315364480018616,181,0.022748231887817383,0.05957973003387451,723,-0.5504298210144043,0.4395834803581238,text,text,-0.5303293466567993,0.5129616260528564
257,AG5EY8ZaFj4$_$15,2,Positive,0.6893212795257568,0.3426118493080139,599,-0.5931978225708008,0.18275588750839233,592,-0.15631341934204102,0.017894834280014038,182,-0.33042705059051514,0.19472885131835938,audio,vision,-0.5008723735809326,0.2265670895576477
258,Arh2TKRi_mg$_$15,2,Positive,2.6100151538848877,1.4316407442092896,166,3.7672648429870605,2.795438289642334,128,-0.016343355178833008,0.012513995170593262,212,0.38588833808898926,0.3048003911972046,text,text,0.36893343925476074,0.2906755208969116
259,Arh2TKRi_mg$_$14,2,Positive,2.0790016651153564,1.2521661520004272,541,1.1774227619171143,0.7510151863098145,689,-0.06363320350646973,6.318092346191406e-06,349,0.1998502016067505,0.12654519081115723,text,text,0.13893866539001465,0.1297316551208496
260,Arh2TKRi_mg$_$16,2,Positive,0.40795695781707764,0.25904473662376404,348,0.20105883479118347,0.21366733312606812,91,-0.040878236293792725,0.0619654655456543,718,-0.2683250904083252,0.21137073636054993,text,text,-0.3088305592536926,0.13647356629371643
261,Arh2TKRi_mg$_$19,2,Positive,0.4535105228424072,0.34020090103149414,350,0.614668607711792,0.390974223613739,411,0.1242033839225769,0.11473867297172546,98,0.2937016785144806,0.21252745389938354,text,text,0.4048508405685425,0.30810317397117615
262,Arh2TKRi_mg$_$32,2,Positive,2.9096646308898926,1.9929835796356201,195,1.494295597076416,0.9974040985107422,86,-0.13875484466552734,0.06881976127624512,330,0.4516935348510742,0.34959876537323,text,text,0.31473827362060547,0.2677663564682007
263,Arh2TKRi_mg$_$28,0,Negative,0.6491603255271912,-0.47334256768226624,343,0.8267303109169006,0.41254639625549316,389,-0.21635150909423828,0.018245458602905273,476,-0.011088788509368896,0.012013345956802368,text,text,-0.22667914628982544,0.031528979539871216
264,Arh2TKRi_mg$_$3,2,Positive,0.4041474759578705,0.3150121569633484,69,-0.2683822214603424,0.21189916133880615,613,-0.18347826600074768,0.030303776264190674,8,0.037867993116378784,0.005123734474182129,vision,text,-0.1422061026096344,0.025375545024871826
265,AxNy9TeTLq8$_$0,2,Positive,2.270792007446289,1.4942294359207153,485,2.0872981548309326,1.2540364265441895,381,0.03248095512390137,0.04158473014831543,185,0.6283445358276367,0.5531117916107178,text,text,0.657923698425293,0.5886350274085999
266,BSKAHXFYF_I$_$1,1,Neutral,0.42218753695487976,-0.050923626869916916,623,0.8005222082138062,0.38510996103286743,618,0.04362767934799194,0.00818212702870369,174,0.021243751049041748,0.020762991160154343,text,text,0.06629252433776855,0.014447230845689774
267,BSKAHXFYF_I$_$3,2,Positive,0.49710381031036377,0.26933565735816956,505,0.8818742036819458,0.41380077600479126,711,-0.054265499114990234,0.04974982142448425,298,-0.17125189304351807,0.12154990434646606,text,text,-0.22551047801971436,0.06989288330078125
268,BSKAHXFYF_I$_$7,1,Neutral,0.34491094946861267,0.05173882097005844,569,0.7830819487571716,0.2563017010688782,356,0.009916722774505615,0.00034894049167633057,430,-0.04102247953414917,0.02513747662305832,text,text,-0.030538737773895264,0.023520126938819885
269,BSKAHXFYF_I$_$8,2,Positive,0.5339512825012207,0.23821493983268738,515,1.5369991064071655,1.020247459411621,518,-0.03779798746109009,0.06887808442115784,571,-0.017729997634887695,0.022077590227127075,text,text,-0.05486178398132324,0.09141203761100769
270,Baz0VVQ-E9E$_$10,0,Negative,0.9689663052558899,-0.5967597961425781,122,-0.23260408639907837,0.3660067319869995,21,-0.36309128999710083,0.2249143123626709,475,0.17482644319534302,0.16531473398208618,vision,text,-0.20205456018447876,0.06722790002822876
271,Baz0VVQ-E9E$_$1,2,Positive,0.008370332419872284,0.012516852468252182,522,-0.5032177567481995,0.18050634860992432,63,0.24048304557800293,0.1403929591178894,340,-0.08230139315128326,0.07096065580844879,audio,text,0.17973899841308594,0.09310486912727356
272,Baz0VVQ-E9E$_$5,0,Negative,0.6011133193969727,-0.45692262053489685,583,0.5345872640609741,0.2643265724182129,614,0.12969622015953064,0.009416371583938599,342,-0.03006058931350708,0.012893110513687134,text,text,0.09800225496292114,0.003964155912399292
273,Baz0VVQ-E9E$_$7,2,Positive,1.0261188745498657,0.70367431640625,419,0.785132110118866,0.6890810132026672,484,0.07929718494415283,0.07825911045074463,462,-0.4780615568161011,0.39286041259765625,text,text,-0.4036613702774048,0.3090531826019287
274,CJGuudyvA0Y$_$4,0,Negative,0.07118359953165054,0.0282079316675663,697,1.7793242931365967,0.6943314075469971,580,0.2553815245628357,0.09064123034477234,516,0.5308796167373657,0.6818821430206299,text,text,0.774363100528717,0.7637255787849426
275,CPjbogfLHR4$_$2,2,Positive,0.09290378540754318,0.07651789486408234,236,-0.3243183493614197,0.34096765518188477,622,-0.08487493544816971,0.07696513831615448,18,0.022395223379135132,0.003796786069869995,vision,text,-0.06325743347406387,0.07418857514858246
276,CPjbogfLHR4$_$5,2,Positive,1.214838981628418,0.5288312435150146,310,0.8316398859024048,0.29331910610198975,140,-0.029433012008666992,0.06871461868286133,173,0.35070109367370605,0.1916700005531311,text,text,0.3157815933227539,0.11062949895858765
277,DdUJojoFU_c$_$11,2,Positive,0.5298829078674316,0.5069987177848816,354,0.06918466091156006,0.26727789640426636,628,-0.008449435234069824,0.16024509072303772,727,-0.006385982036590576,0.0694161057472229,text,text,-0.0016767382621765137,0.10652565956115723
278,DdUJojoFU_c$_$15,2,Positive,1.848451852798462,0.9298719167709351,656,-0.72377610206604,0.6974868774414062,446,0.2879493236541748,0.16094422340393066,205,0.14943134784698486,0.1150481104850769,audio,text,0.43331098556518555,0.2712223529815674
279,DdUJojoFU_c$_$14,2,Positive,1.9450678825378418,1.1432101726531982,633,-1.6197352409362793,1.2842185497283936,255,0.23616766929626465,0.14520001411437988,117,0.8206875324249268,0.6262388825416565,vision,text,1.0256760120391846,0.7308539152145386
280,DdUJojoFU_c$_$17,0,Negative,0.1008450984954834,-0.15202370285987854,640,0.23171675205230713,0.20409929752349854,132,-0.03508102893829346,0.02845562994480133,45,-0.11841559410095215,0.11400586366653442,text,text,-0.1374741494655609,0.09968295693397522
281,DdUJojoFU_c$_$16,2,Positive,2.5803213119506836,1.621469259262085,478,3.2942681312561035,2.1894943714141846,129,0.14839744567871094,0.08684825897216797,299,0.8985023498535156,0.7403521537780762,text,text,1.039945125579834,0.8304080963134766
282,DdUJojoFU_c$_$2,2,Positive,0.5484441518783569,0.5452514290809631,83,1.510727882385254,1.2066535949707031,311,0.028283298015594482,0.2201899290084839,503,0.4442102611064911,0.37769216299057007,text,text,0.45148777961730957,0.5340201258659363
283,DdUJojoFU_c$_$6,2,Positive,0.292156845331192,0.24386559426784515,397,-0.5399065017700195,0.42639923095703125,529,0.08309215307235718,0.03824441134929657,487,0.19233253598213196,0.13667863607406616,vision,text,0.25561439990997314,0.1558663547039032
284,DdUJojoFU_c$_$8,2,Positive,0.2864987850189209,0.22923360764980316,114,0.572259783744812,0.5365794897079468,700,-0.11966407299041748,0.12758757174015045,634,0.2902052402496338,0.1788724660873413,text,text,0.17738357186317444,0.28037160634994507
285,DlbYiwOnTyk$_$1,1,Neutral,0.32177937030792236,0.046735819429159164,55,0.5611575841903687,0.5710060596466064,601,0.3680031895637512,0.111689493060112,568,0.15490737557411194,0.04880739375948906,text,text,0.5055239200592041,0.18423840403556824
286,E8MuzHUhUHk$_$15,2,Positive,2.4658825397491455,1.4124573469161987,33,2.3896143436431885,1.4257557392120361,243,-0.17365694046020508,0.05582845211029053,239,0.5239236354827881,0.46663928031921387,text,text,0.3668029308319092,0.4052332639694214
287,E8MuzHUhUHk$_$14,2,Positive,1.4410154819488525,0.9463125467300415,187,-0.26611995697021484,0.1806875467300415,397,-0.12784314155578613,0.0556178092956543,725,0.5391833782196045,0.44836539030075073,vision,vision,0.42215120792388916,0.4024631381034851
288,E8MuzHUhUHk$_$16,2,Positive,2.103189706802368,1.235643982887268,273,0.3654986619949341,0.15015673637390137,12,0.0677039623260498,0.026302576065063477,710,-0.23528814315795898,0.1947270631790161,text,vision,-0.16710543632507324,0.1696246862411499
289,E8MuzHUhUHk$_$2,2,Positive,0.5085893869400024,0.2775123715400696,383,0.9546293020248413,0.4575836658477783,482,-0.045993685722351074,0.050155699253082275,344,-0.33405959606170654,0.22052323818206787,text,text,-0.3823964595794678,0.1648678183555603
290,E8MuzHUhUHk$_$9,0,Negative,0.2605302929878235,-0.16182370483875275,257,1.5145189762115479,0.5497243404388428,465,-0.19511249661445618,0.06256029009819031,541,-0.016147464513778687,0.005832076072692871,text,text,-0.2082081437110901,0.0681794285774231
291,EEjCkc82oyk$_$7,0,Negative,0.5855405330657959,-0.40834593772888184,158,0.8483301401138306,0.36634495854377747,406,0.3868623971939087,0.02916589379310608,301,-0.03544372320175171,0.013741612434387207,text,text,0.33154749870300293,0.058238863945007324
292,EEjCkc82oyk$_$9,0,Negative,0.5036224126815796,-0.1942339837551117,147,0.03839239478111267,0.016447484493255615,569,0.6869299411773682,0.28138479590415955,150,-0.0772237777709961,0.10029470920562744,audio,audio,0.5454820394515991,0.1500188708305359
293,EQxkXiWAm08$_$8,1,Neutral,0.5385857820510864,-0.15045151114463806,173,1.3217058181762695,0.9146713018417358,366,0.05349960923194885,0.037860333919525146,698,0.03302943706512451,0.02357812225818634,text,text,0.09244051575660706,0.06612708419561386
294,ET1cU5_A2YM$_$1,0,Negative,1.2261974811553955,-0.7217881083488464,186,2.519289493560791,1.3611221313476562,541,0.23419106006622314,0.14016038179397583,329,-0.03526198863983154,0.03357362747192383,text,text,0.21182334423065186,0.10610365867614746
